14594698,"UOLNoticias",UOL Notícias,846295,1416244459784
72854177,"OLeoSantana",Léo Santana,836488,1416244459784
464692152,"AssalaOfficial",Assala,781995,1416244459784
295429897,"sermiyanmidyat",sermiyan midyat,737547,1416244459784
35015510,"nando_reis",Nando Reis,718928,1416244459784
14595245,"UOLEsporte",UOL Esporte,716617,1416244459784
104683173,"Excelsior",Periódico Excélsior,715015,1416244459784
163218185,"LitaRee_real",Rita Lee,659231,1416244459784
242796587,"eva_hache",Eva Hache,650711,1416244459784
132539757,"CremoniniCesare",Cesare Cremonini,613935,1416244459784
43208247,"siteEgo",Ego,590051,1416244459784
41931380,"Projota",Projota,561687,1416244459784
594564886,"HazalKaya110",Hazal Kaya,550787,1416244459784
174351951,"marthahigareda",Martha Higareda,520562,1416244459784
258703448,"APJAbdulKalam",APJ Abdul Kalam,508075,1416244459784
1917731,"thehill",The Hill,499773,1416244459784
118288671,"netmedia_info",NET MEDIA ,476975,1416244459784
27168893,"danielamercury",Daniela Mercury,456747,1416244459784
1407232710,"TheComment_NET",The Comment,455698,1416244459784
156932849,"NadalMiki",Miki Nadal,448246,1416244459784
310555434,"BuseTerim",Buse Terim,430374,1416244459784
396851667,"TownGamePlay",iTownGamePlay,431958,1416244459784
92535705,"DemirBetul",Betül Demir,399396,1416244459784
26809005,"goal_intl",Goal,396146,1416244459784
197133642,"DDeryaBaykal",Derya Baykal,390692,1416244459784
58951368,"monicabergamo",Mônica Bergamo,384206,1416244459784
31524543,"KontrolFreek",KontrolFreek,384514,1416244459784
256495314,"firstpostin",Firstpost,385082,1416244459784
208442526,"Philae2014",Philae Lander,384303,1416244459784
114310653,"PauloGustavo31",Paulo Gustavo,356288,1416244459784
50091650,"Telemetro",Telemetro,314951,1416244459784
70299078,"IsraelNovaes",Israel Novaes (IN),314398,1416244459784
840897602,"christiand",Christian Delgrosso,303181,1416244459784
93879817,"AvioesdoForro_",Aviões do Forró,295128,1416244459784
256031832,"ThaemeeThiago",Thaeme e Thiago,294928,1416244459784
64947130,"sporservisi",Spor Servisi,288270,1416244459784
218846504,"rosarioficial",Rosario Flores,286806,1416244459784
97566975,"mylifeasliz_liz",liz bizkit,281459,1416244459784
54280694,"MarcoseBelutti",Marcos & Belutti,277259,1416244459784
42573217,"gkhamba",Khamba,277050,1416244459784
631486431,"CrisEfeitos",Cristiano Araújo,272120,1416244459784
553572500,"AD_SPORTSCH",???? ?????? ????????,264381,1416244459784
90963197,"folha_poder",Folha Poder,263659,1416244459784
14120922,"thetanmay",Tanmay Bhat,265445,1416244459784
421855962,"Raffaellafico",Raffaella Fico,261052,1416244459784
19564523,"Manzarra",João Manzarra,260846,1416244459784
67939411,"xandedepilares",xandedepilares,257188,1416244459784
293496413,"robertmarawa",robertmarawa,255736,1416244459784
118720645,"kyunghyang",????,250892,1416244459784
73840916,"GoalUK",Goal UK,248441,1416244459784
78684416,"BlogdoJuca",Juca Kfouri,246525,1416244459784
133779381,"glutamine_nico",??????1105???????,245615,1416244459784
166522734,"OKAZ_online",????? ????,235304,1416244459784
49781518,"O_Unas",rui unas,220293,1416244459784
461578921,"marciocapatonda",maccio capatonda,210927,1416244459784
154102750,"Beritasatu",BeritaSatu.com,210516,1416244459784
98087364,"touyukan",??,208509,1416244459784
148800843,"Los40ar",40 Principales,208021,1416244459784
894096848,"miriamsan81",MIRIAM SANCHEZ,206556,1416244459784
89504000,"angelicacastro_",Angélica Castro,190945,1416244459784
76666825,"TeletonColombia",Teletón Colombia ,187310,1416244459784
381474818,"FuriaseElena",Elena Furiase,187137,1416244459784
131160120,"Frank_Blanco",Frank Blanco,186533,1416244459784
432507102,"fia",FIA,178014,1416244459784
628253891,"iamVikramPrabhu",Vikram Prabhu,176362,1416244459784
2830720945,"chaelinCL",CL,177603,1416244459784
1427572039,"SarahSechan_NET",Sarah Sechan,174961,1416244459784
469591535,"MumuzinhoC",Mumuzinhoc,173297,1416244459784
1278787135,"Siphano",Julien,173131,1416244459784
160881696,"1tvru_news",?????? ????? ???????,172792,1416244459784
91130461,"folhailustrada",Folha Ilustrada,170118,1416244459784
1110190452,"CHIMPSINSOCKS",amanda abbington,168849,1416244459784
118518057,"yvonneokoro",yvonne okoro,168913,1416244459784
20805188,"guia_folha",Guia Folha,158991,1416244459784
17781576,"OfficialWRC",WRC,159046,1416244459784
195516975,"Joselyn_Dumas",Joselyn Dumas,159151,1416244459784
158110011,"sorluciacaram",Sor Lucía Caram,157161,1416244459784
42619515,"juancamus",Juan Camus,155070,1416244459784
1057266128,"AndyRaconte",Andy,156816,1416244459784
69183155,"detikcom",detikcom,8523098,1416244520901
41043596,"jorgeemateus",Jorge & Mateus,2895885,1416244520901
125225621,"TRANSTV_CORP",TRANS TV,2797779,1416244520901
124839730,"TRANS7",TRANS7,2754066,1416244520901
114557496,"urgantcom",Ivan Urgant,2483675,1416244520901
88910796,"eseryenenler",Eser YENENLER,2214200,1416244520901
701699418,"AHMTKURAL",Ahmet Kural,2184639,1416244520901
468921945,"fbbreal",Fatima Bernardes,1484738,1416244520901
7831092,"tacobell",Taco Bell,1436025,1416244520901
366666686,"kivanctatlitug",K?vanç Tatl?tu?,1378444,1416244520901
264771201,"TolgaCevik",Tolga Cevik,1373437,1416244520901
99092563,"gulsenin",Gül?en,1362968,1416244520901
71436318,"KompasTV",KOMPAS TV,1275880,1416244520901
99918629,"channelone_rus",?????? ?????,1226281,1416244520901
16203586,"dougulman",Doug Ulman,1089997,1416244520901
141817380,"Anitta",Anitta,1072341,1416244520901
122342030,"maya_karin",Maya Karin,991298,1416244520901
83512464,"ANDREMARQUES79",ANDRE  A S MARQUES,954324,1416244520901
88911946,"ibrahimbuyukak",?brahim BÜYÜKAK,918064,1416244520901
89159940,"ousankoc",O?uzhan KOÇ,850735,1416244520901
324076260,"bysTaXx",sTaXx,851878,1416244520901
14594698,"UOLNoticias",UOL Notícias,846300,1416244520901
72854177,"OLeoSantana",Léo Santana,836490,1416244520901
464692152,"AssalaOfficial",Assala,781997,1416244520901
295429897,"sermiyanmidyat",sermiyan midyat,737549,1416244520901
35015510,"nando_reis",Nando Reis,718928,1416244520901
14595245,"UOLEsporte",UOL Esporte,716617,1416244520901
104683173,"Excelsior",Periódico Excélsior,715016,1416244520901
163218185,"LitaRee_real",Rita Lee,659231,1416244520901
242796587,"eva_hache",Eva Hache,650713,1416244520901
132539757,"CremoniniCesare",Cesare Cremonini,613936,1416244520901
43208247,"siteEgo",Ego,590051,1416244520901
41931380,"Projota",Projota,561687,1416244520901
594564886,"HazalKaya110",Hazal Kaya,550789,1416244520901
174351951,"marthahigareda",Martha Higareda,520562,1416244520901
258703448,"APJAbdulKalam",APJ Abdul Kalam,508075,1416244520901
1917731,"thehill",The Hill,499773,1416244520901
118288671,"netmedia_info",NET MEDIA ,476976,1416244520901
27168893,"danielamercury",Daniela Mercury,456747,1416244520901
1407232710,"TheComment_NET",The Comment,455699,1416244520901
156932849,"NadalMiki",Miki Nadal,448246,1416244520901
310555434,"BuseTerim",Buse Terim,430374,1416244520901
396851667,"TownGamePlay",iTownGamePlay,431957,1416244520901
92535705,"DemirBetul",Betül Demir,399396,1416244520901
26809005,"goal_intl",Goal,396146,1416244520901
197133642,"DDeryaBaykal",Derya Baykal,390692,1416244520901
58951368,"monicabergamo",Mônica Bergamo,384207,1416244520901
31524543,"KontrolFreek",KontrolFreek,384514,1416244520901
256495314,"firstpostin",Firstpost,385083,1416244520901
208442526,"Philae2014",Philae Lander,384306,1416244520901
114310653,"PauloGustavo31",Paulo Gustavo,356289,1416244520901
50091650,"Telemetro",Telemetro,314951,1416244520901
70299078,"IsraelNovaes",Israel Novaes (IN),314399,1416244520901
840897602,"christiand",Christian Delgrosso,303181,1416244520901
93879817,"AvioesdoForro_",Aviões do Forró,295128,1416244520901
256031832,"ThaemeeThiago",Thaeme e Thiago,294930,1416244520901
64947130,"sporservisi",Spor Servisi,288271,1416244520901
218846504,"rosarioficial",Rosario Flores,286808,1416244520901
97566975,"mylifeasliz_liz",liz bizkit,281459,1416244520901
54280694,"MarcoseBelutti",Marcos & Belutti,277260,1416244520901
42573217,"gkhamba",Khamba,277053,1416244520901
631486431,"CrisEfeitos",Cristiano Araújo,272120,1416244520901
553572500,"AD_SPORTSCH",???? ?????? ????????,264381,1416244520901
90963197,"folha_poder",Folha Poder,263659,1416244520901
14120922,"thetanmay",Tanmay Bhat,265446,1416244520901
421855962,"Raffaellafico",Raffaella Fico,261054,1416244520901
19564523,"Manzarra",João Manzarra,260847,1416244520901
67939411,"xandedepilares",xandedepilares,257188,1416244520901
293496413,"robertmarawa",robertmarawa,255736,1416244520901
118720645,"kyunghyang",????,250892,1416244520901
73840916,"GoalUK",Goal UK,248441,1416244520901
78684416,"BlogdoJuca",Juca Kfouri,246526,1416244520901
133779381,"glutamine_nico",??????1105???????,245615,1416244520901
